SI_ID;Date;Starttime;Endtime;Gear;Gear_Multiplier;Sampler_ID;Depth;Boat_Shore;Waterbody;Capture_Latitude;Capture_Longitude;Release_Latitude;Release_Longitude;GPSpoint1;GPSpoint2;Temperature_C;TempSampleTime;Salinity_PSU;Conductivity_myS_cm;Oxygenlevel_perc;Oxygenlevel_mgL;Visibility_cm;Vegetation;Notes;Lure_Type;Lure_Length;GSPdevice;NetHours;Site;Bites;Follower;Lure_Color;Wind;pH;Transect_Length_m;Schongebietsvergleich;Paired_Design;Comparison_Area_Name;Captured_Pike_No;EnterDate;Lure_Length_mm;Lure_ID;Zone;GPS_Track;Net_ID;Safe_Bites
98;2019-12-06;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
99;2019-12-09;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
100;2019-12-10;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
101;2019-12-11;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
102;2019-12-12;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
103;2019-12-13;08:00:00;15:30:00;A;1;41;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
104;2019-07-06;10:30:00;18:00:00;A;2;2;S;Shore;SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
105;2019-07-07;10:30:00;15:00:00;A;2;2;S;Shore;SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
106;2019-07-21;06:30:00;12:45:00;A;2;2;S;Shore;SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
107;2019-07-22;07:30:00;15:00:00;A;1;2;S;Shore;SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
108;2019-07-20;08:00:00;16:00:00;A;4;8;M;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
109;2019-08-21;08:00:00;12:00:00;A;5;8;S;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;5;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
110;2019-08-23;08:00:00;12:00:00;A;6;8;M;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;6;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
111;2019-08-25;08:00:00;12:00:00;A;4;8;S;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
112;2019-09-04;08:00:00;12:00:00;A;1;8;S;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
113;2019-10-01;12:00:00;16:00:00;A;2;8;S;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
114;2019-10-03;08:00:00;15:00:00;A;4;8;S;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
115;2019-10-13;09:00:00;13:00:00;A;4;8;M;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
116;2019-10-24;08:00:00;15:00:00;A;3;8;M;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
117;2019-10-26;08:00:00;15:00:00;A;4;8;T;Boat;GJB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
118;2020-01-05;09:30:00;14:00:00;A;3;43;M;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
119;2019-12-28;09:00:00;15:00:00;A;1;43;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
120;2019-12-27;11:00:00;14:30:00;A;1;43;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
121;2019-12-21;09:00:00;14:30:00;A;1;43;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
122;2019-12-20;08:30:00;14:30:00;A;2;43;S;Boat;BAT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;G;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
123;2019-11-13;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
124;2019-11-15;09:00:00;16:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
125;2019-11-16;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
126;2019-11-18;08:00:00;16:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
127;2019-11-20;09:00:00;15:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
128;2019-11-22;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
129;2019-11-23;08:00:00;16:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
130;2019-11-26;08:00:00;16:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
131;2019-11-30;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
132;2019-12-02;09:00:00;15:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
133;2019-12-04;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
134;2019-12-05;09:00:00;16:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
135;2019-12-08;08:00:00;11:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
136;2019-12-13;10:00:00;15:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
137;2019-12-14;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
138;2019-12-16;09:00:00;15:00:00;A;2;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
139;2019-12-17;08:00:00;16:00:00;A;3;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;3;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
140;2019-12-20;10:00:00;16:00:00;A;1;44;S;Boat;KB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;A;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
141;2020-02-03;16:15:00;16:40:00;A;4;1;S;Shore;BEG;NA;NA;54.595698;13.332292;NA;NA;5;16:11:00;8.6;15390;91.9;11.72;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
142;2020-02-03;16:40:00;17:00:00;A;1;1;S;Shore;BEG;NA;NA;54.595698;13.332292;NA;NA;5;16:11:00;8.6;15390;91.9;11.72;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
143;2020-02-07;13:30:00;14:51:00;A;1;1;M;Boat;KB;NA;NA;54.381612;13.250138;NA;NA;4.5;13:30:00;7.8;13990;91.29;12.85;NA;0;1;N;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
144;2020-02-07;13:30:00;14:51:00;A;3;1;M;Boat;KB;NA;NA;54.381612;13.250138;NA;NA;4.5;13:30:00;7.8;13990;91.29;12.85;NA;0;3;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
145;2020-02-07;10:02:00;11:00:00;A;2;1;M;Boat;S;NA;NA;54.320587;13.096786;NA;NA;4.6;10:02:00;8.7;15180;100.3;13.18;NA;0;2;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
146;2020-02-07;10:02:00;11:00:00;A;1;1;M;Boat;S;NA;NA;54.320587;13.096786;NA;NA;4.6;10:02:00;8.7;15180;100.3;13.18;NA;0;1;N;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
147;2020-02-07;10:02:00;11:00:00;A;1;1;M;Boat;S;NA;NA;54.320587;13.096786;NA;NA;4.6;10:02:00;8.7;15180;100.3;13.18;NA;0;1;W;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
148;2020-02-03;13:30:00;15:15:00;A;4;1;S;Shore;WB;NA;NA;54.64645;13.282366;NA;NA;4.9;13:10:00;8.6;15260;94.7;12;NA;0;4;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
149;2020-02-07;11:20:00;12:20:00;A;1;1;M;Boat;KB;NA;NA;54.379184;13.128922;NA;NA;4.6;11:20:00;8.8;15700;98.3;12.89;NA;0;1;W;G;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
150;2020-02-07;11:20:00;12:20:00;A;3;1;M;Boat;KB;NA;NA;54.379184;13.128922;NA;NA;4.6;11:20:00;8.8;15700;98.3;12.89;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
151;2020-02-07;11:53:00;12:20:00;A;2;1;M;Boat;KB;NA;NA;54.379184;13.128922;NA;NA;4.6;11:20:00;8.8;15700;98.3;12.89;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
152;2020-02-07;11:53:00;12:20:00;A;1;1;M;Boat;KB;NA;NA;54.379184;13.128922;NA;NA;4.6;11:20:00;8.8;15700;98.3;12.89;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
153;2020-02-07;12:20:00;13:00:00;A;3;1;M;Boat;KB;NA;NA;54.379184;13.128922;NA;NA;4.6;11:20:00;8.8;15700;98.3;12.89;NA;0;3;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
154;2020-02-04;07:55:00;09:07:00;A;3;1;S;Shore;BEG;NA;NA;54.59571;13.33231;29;NA;4.9;07:51:00;8.5;15170;78.1;9.7;NA;0;3;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
155;2020-02-04;10:15:00;11:16:00;A;3;1;S;Shore;BEG;NA;NA;54.61217;13.37343;30;NA;5;10:12:00;8.8;15570;131.5;15.8;NA;0;3;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
156;2020-02-04;13:00:00;14:00:00;A;3;1;S;Shore;BEG;NA;NA;54.61217;13.37343;30;NA;5;10:12:00;8.8;15570;131.5;15.8;NA;0;3;G;S;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
157;2020-02-04;14:01:00;16:30:00;A;1;1;S;Shore;BEG;NA;NA;54.61217;13.37343;30;NA;5;10:12:00;8.8;15570;131.5;15.8;NA;0;1;G;S;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
158;2020-02-04;15:00:00;16:30:00;A;2;1;S;Shore;BEG;NA;NA;54.61217;13.37343;30;NA;5;10:12:00;8.8;15570;131.5;15.8;NA;0;2;G;S;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
159;2020-02-05;08:15:00;09:30:00;A;4;1;S;Shore;SB;NA;NA;54.53838;12.15835;31;NA;3.7;08:08:00;9.7;17160;78.5;10.5;NA;0;4;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
160;2020-02-05;09:45:00;10:40:00;A;1;1;S;Shore;SB;NA;NA;54.53838;12.15835;31;NA;3.7;08:08:00;9.7;17160;78.5;10.5;NA;0;1;S;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
161;2020-02-05;12:00:00;14:00:00;A;3;1;S;Shore;GJB;NA;NA;54.47363;13.44917;32;NA;4.2;14:04:00;8.5;15250;99.1;13.03;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
162;2020-02-05;14:15:00;15:30:00;A;3;1;S;Shore;GJB;NA;NA;54.47363;13.44917;32;NA;4.2;14:04:00;8.5;15250;99.1;13.03;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
163;2020-02-05;14:15:00;15:30:00;A;1;1;S;Shore;GJB;NA;NA;54.47363;13.44917;32;NA;4.2;14:04:00;8.5;15250;99.1;13.03;NA;0;1;N;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
164;2020-02-06;08:15:00;09:20:00;A;3;1;S;Shore;BEG;NA;NA;54.56701;13.32403;34;NA;4.1;08:05:00;8.1;14550;93.2;12.32;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
165;2020-02-06;11:15:00;11:25:00;A;3;1;S;Shore;GB;NA;NA;54.27662;13.39109;35;NA;4.3;11:00:00;7.5;13410;101.29;13.38;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
166;2020-02-06;11:45:00;13:00:00;A;3;1;S;Shore;GB;NA;NA;54.27662;13.39109;35;NA;4.3;11:00:00;7.5;13410;101.29;13.38;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
167;2020-02-06;14:00:00;15:00:00;A;3;1;S;Shore;GB;NA;NA;54.27662;13.39109;35;NA;4.3;11:00:00;7.5;13410;101.29;13.38;NA;0;3;N;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
168;2020-02-06;14:00:00;15:00:00;A;1;1;S;Shore;GB;NA;NA;54.27662;13.39109;35;NA;4.3;11:00:00;7.5;13410;101.29;13.38;NA;0;1;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
169;2020-02-06;15:00:00;16:30:00;A;3;1;S;Shore;GB;NA;NA;54.27662;13.39109;35;NA;4.3;11:00:00;7.5;13410;101.29;13.38;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
170;2020-02-13;08:25:00;08:50:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
171;2020-02-13;08:25:00;08:50:00;A;3;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
172;2020-02-13;09:45:00;09:50:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
173;2020-02-13;09:45:00;09:50:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
174;2020-02-13;10:15:00;11:20:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
175;2020-02-13;10:15:00;11:20:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;2020-02-13;10:30:00;11:30:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
177;2020-02-13;10:30:00;11:40:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
178;2020-02-13;12:15:00;16:00:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
179;2020-02-13;13:30:00;14:40:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;G;M;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
180;2020-02-13;12:15:00;13:30:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
181;2020-02-13;12:30:00;15:00:00;A;3;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;3;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
182;2020-02-13;14:40:00;16:00:00;A;1;1;S;NA;GJB;NA;NA;54.55407;13.45558;36;NA;4;08:08:00;2.7;5150;37.5;4.87;NA;0;1;W;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
183;2020-02-14;10:00:00;10:20:00;A;4;1;S;Shore;GB;NA;NA;54.29655;13.6997;37;NA;3.6;09:51:00;7.2;13070;72.5;9.53;NA;0;4;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
184;2020-02-14;10:50:00;11:30:00;A;2;1;S;Shore;GB;NA;NA;54.29655;13.6997;37;NA;3.6;09:51:00;7.2;13070;72.5;9.53;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
185;2020-02-14;11:40:00;15:30:00;A;2;1;S;Shore;GB;NA;NA;54.29655;13.6997;37;NA;3.6;09:51:00;7.2;13070;72.5;9.53;NA;0;2;G;K;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
186;2020-02-14;16:00:00;08:00:00;R;2;45;S;Boat;KJB;NA;NA;54.47808;13.50877;38;NA;4.3;17:54:00;6.1;11160;104;13.63;NA;0;2;NA;NA;NA;72,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
187;2020-02-17;16:00:00;08:00:00;R;2;45;S;Boat;KJB;NA;NA;54.47817;13.50849;39;NA;5.2;09:00:00;6.1;11150;96.9;12.22;NA;0;2;NA;NA;NA;72,00;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
188;2020-02-17;13:00:00;16:30:00;E;NA;1;NA;Boat;Peene;NA;NA;53.90387;13.02828;45;NA;5.6;16:00:00;0.3;760;102;12.81;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
189;2020-02-18;11:30:00;13:30:00;E;NA;1;NA;Boat;Peene;53.92109;13.36772;53.9254;13.34639;46;47;5.7;11:00:00;0.4;910;92.6;11.72;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
